id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
158,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",215780,215492,0.01529523137749893,-0.0872620171389954,157,vectorized_elementwise_kernel,6.46,108,87.31,87.31,92.02,100.0,0.0,48.98
159,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219557,304933,1.0,0.3888557413336856,158,vectorized_elementwise_kernel,6.48,108,87.5,87.5,92.46,100.0,0.0,48.7
160,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",222403,276197,1.0,0.2418762336838982,159,vectorized_elementwise_kernel,7.81,108,87.62,87.62,92.05,100.0,0.0,48.68
161,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145699,193316,1.0,0.3268176171421904,160,vectorized_elementwise_kernel,8.58,108,84.89,84.89,88.7,100.0,0.0,61.77
162,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149347,158595,1.0,0.06192290437705478,161,vectorized_elementwise_kernel,8.62,108,84.57,84.57,88.81,100.0,0.0,61.55
163,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",150147,159875,1.0,0.06478983929082832,162,vectorized_elementwise_kernel,8.56,108,84.37,84.37,89.27,100.0,0.0,61.44
164,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149507,148675,0.451353623675803,-0.01232948298817966,163,vectorized_elementwise_kernel,8.65,108,84.41,84.41,89.33,100.0,0.0,61.64
165,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224036,224964,0.0,0.0,164,vectorized_elementwise_kernel,6.48,108,87.65,87.65,92.46,100.0,0.0,48.5
166,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",218180,218308,0.0,0.0,165,vectorized_elementwise_kernel,6.47,108,86.62,86.62,91.86,100.0,27.26,44.18
167,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149379,148162,0.0,0.0,166,vectorized_elementwise_kernel,8.57,108,84.59,84.59,88.64,100.0,0.0,61.87
168,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222308,222148,0.0,0.0,167,vectorized_elementwise_kernel,6.48,108,86.58,86.58,91.94,100.0,27.61,44.2
169,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4107788,4108715,0.0,0.0,168,ampere_sgemm_128x32_tn,89.14,108,80.37,2.44,45.63,50.0,0.13,96.74
170,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3935721,3934184,0.0,0.0,169,ampere_sgemm_64x32_sliced1x4_nt,92.96,108,53.0,6.38,23.88,25.0,0.08,82.81
171,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",120290,114690,0.0,0.0,170,reduce_kernel,11.42,108,58.64,58.64,57.77,62.5,4.89,21.0
172,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3872,3936,0.0,0.0,171,vectorized_elementwise_kernel,0.04,108,0.58,0.21,6.18,100.0,0.0,83.4
173,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16129,15872,0.0,0.0,172,vectorized_elementwise_kernel,6.92,108,44.6,38.21,72.56,100.0,0.0,51.14
174,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65345,66466,0.04815996148406704,0.3562108300334353,173,layer_norm_grad_input_kernel_vectorized,37.56,108,65.24,65.24,65.0,75.0,44.75,53.6
175,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",96514,622155,1.0,5.446266862838552,174,GammaBetaBackwardCUDAKernel_32x32,12.1,108,38.16,38.16,49.91,100.0,0.09,18.35
176,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52289,65729,1.0,0.2570330279791161,175,vectorized_elementwise_kernel,6.49,108,73.92,73.92,88.18,100.0,29.01,40.96
177,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,60386,1.0,14.46772540983607,176,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.17,100.0,0.0,89.7
178,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3936,44512,1.0,10.30894308943089,177,vectorized_elementwise_kernel,0.02,108,0.5,0.1,6.17,100.0,0.0,89.7
179,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42753,51745,1.0,0.2103244216780109,178,vectorized_elementwise_kernel,15.43,108,69.43,69.43,84.87,100.0,0.0,54.51
180,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1044659,1044723,0.05473699727104697,0.001119243173851104,179,ampere_sgemm_128x32_tn,87.82,108,80.26,2.45,45.63,50.0,0.52,97.38
181,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1111701,1113461,0.0,0.0,180,ampere_sgemm_64x32_sliced1x4_nt,82.27,108,46.88,5.99,20.86,25.0,0.07,81.39
182,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",44897,43905,0.0,0.0,181,reduce_kernel,9.15,108,31.9,31.9,41.39,62.5,8.29,6.81
183,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3808,3712,0.0,0.0,182,vectorized_elementwise_kernel,0.02,108,0.51,0.09,6.2,100.0,0.0,88.57
184,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7648,7648,0.0,0.0,183,vectorized_elementwise_kernel,3.89,108,19.09,18.98,42.12,100.0,0.0,53.83
185,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52001,52417,0.07447965354751321,0.1074098196724464,184,vectorized_elementwise_kernel,6.34,108,76.39,76.39,88.56,100.0,0.0,45.86
186,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72097,121986,1.0,0.6919705396895849,185,reduce_kernel,75.88,108,23.99,23.99,90.18,100.0,10.44,8.53
187,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7457,64353,1.0,7.629877967010862,186,elementwise_kernel,6.06,108,12.51,3.27,20.33,100.0,0.0,86.41
188,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",69185,74530,1.0,0.07725663077256631,187,vectorized_elementwise_kernel,14.51,108,24.17,4.5,9.49,100.0,0.0,101.99
189,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",2003173,1962948,0.0,0.0,188,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.61,108,29.87,11.04,12.13,12.5,16.97,81.73
190,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",116866,116994,0.0,0.0,189,CatArrayBatchedCopy_aligned16_contig,57.93,108,75.61,75.61,90.91,100.0,60.0,62.63
191,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3094938,3094745,0.0,0.0,190,ampere_sgemm_128x32_tn,88.68,108,80.07,2.25,45.64,50.0,0.17,97.21
192,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2796979,2797459,0.0,0.0,191,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.4,4.94,12.5,12.5,0.0,84.34
193,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",99554,98786,0.0,0.0,192,reduce_kernel,12.03,108,51.9,51.9,56.6,62.5,6.38,19.69
194,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4000,3680,0.0,0.0,193,vectorized_elementwise_kernel,0.04,108,0.57,0.18,6.17,100.0,0.0,83.58
195,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",13120,13024,0.0,0.0,194,vectorized_elementwise_kernel,6.39,108,38.58,32.94,66.77,100.0,0.0,51.98
196,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",64353,64737,0.04943077374608029,0.1207160505337747,195,layer_norm_grad_input_kernel_vectorized,37.7,108,65.23,65.23,65.17,75.0,44.15,54.24
197,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",96450,462153,1.0,3.791632970451011,196,GammaBetaBackwardCUDAKernel_32x32,12.24,108,38.59,38.59,49.91,100.0,0.09,18.57
198,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52321,115426,1.0,1.206112268496397,197,vectorized_elementwise_kernel,6.67,108,73.86,73.86,88.25,100.0,29.33,40.67
199,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4000,7264,1.0,0.816,198,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,88.39
200,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3936,9665,1.0,1.455538617886179,199,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.2,100.0,0.0,89.07
201,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",43105,50432,1.0,0.1699802807098944,200,vectorized_elementwise_kernel,15.38,108,68.52,68.52,84.71,100.0,0.0,54.52
202,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3817862,3817862,0.01041865840095844,0.0,201,ampere_sgemm_128x64_tn,95.88,108,48.16,2.06,23.96,25.0,0.37,98.53
203,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3722469,3722596,0.0,0.0,202,ampere_sgemm_128x128_nt,98.5,108,31.9,3.97,23.45,25.0,0.04,77.87
204,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",51265,50785,0.0,0.0,203,reduce_kernel,9.0,108,32.39,32.39,40.99,62.5,8.28,7.2
205,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3936,3680,0.0,0.0,204,vectorized_elementwise_kernel,0.02,108,0.51,0.09,6.21,100.0,0.0,89.16
206,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",15776,15744,0.0,0.0,205,vectorized_elementwise_kernel,7.33,108,43.8,37.61,73.26,100.0,0.0,51.89
207,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216100,216740,0.02332748915751592,0.1269571635260281,206,vectorized_elementwise_kernel,6.49,108,87.16,87.16,92.15,100.0,0.0,49.16
208,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219652,327782,1.0,0.492278695390891,207,vectorized_elementwise_kernel,6.49,108,87.31,87.31,92.14,100.0,0.0,48.75
209,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",220932,276613,1.0,0.2520277732514982,208,vectorized_elementwise_kernel,7.84,108,87.76,87.76,92.02,100.0,0.0,48.72
210,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145443,205092,1.0,0.4101194282296157,209,vectorized_elementwise_kernel,8.62,108,84.2,84.2,88.84,100.0,0.0,61.85
211,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149219,158499,1.0,0.06219047172276989,210,vectorized_elementwise_kernel,8.57,108,84.38,84.38,88.51,100.0,0.0,61.76
212,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",150051,157987,1.0,0.05288868451393193,211,vectorized_elementwise_kernel,8.56,108,83.51,83.51,88.36,100.0,0.0,61.34
213,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149154,149283,0.02336501811994668,0.03701593155119645,212,vectorized_elementwise_kernel,8.59,108,84.19,84.19,88.75,100.0,0.0,61.96
214,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224420,224067,0.0,0.0,213,vectorized_elementwise_kernel,6.47,108,87.07,87.07,92.22,100.0,0.0,48.72
215,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",218020,218884,0.0,0.0,214,vectorized_elementwise_kernel,6.46,108,86.62,86.62,91.83,100.0,27.52,44.34
216,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147394,148611,0.0,0.0,215,vectorized_elementwise_kernel,8.58,108,84.47,84.47,88.83,100.0,0.0,61.58
217,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222053,221540,0.0,0.0,216,vectorized_elementwise_kernel,6.46,108,86.63,86.63,91.9,100.0,27.47,44.29
218,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4104172,4105418,0.0,0.0,217,ampere_sgemm_128x32_tn,89.18,108,80.4,2.45,45.63,50.0,0.13,96.68
219,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3935817,3935305,0.0,0.0,218,ampere_sgemm_64x32_sliced1x4_nt,92.93,108,52.99,6.38,23.89,25.0,0.08,82.82
220,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",120578,117826,0.0,0.0,219,reduce_kernel,12.19,108,59.96,59.96,58.71,62.5,4.9,20.83
221,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,3904,0.0,0.0,220,vectorized_elementwise_kernel,0.04,108,0.61,0.21,6.11,100.0,0.0,83.34
222,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",15456,15936,0.0,0.0,221,vectorized_elementwise_kernel,6.9,108,43.93,37.66,72.7,100.0,0.0,51.71
223,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65378,65250,0.04266666666666667,-0.04588699562543976,222,layer_norm_grad_input_kernel_vectorized,37.34,108,66.1,66.1,65.03,75.0,44.42,53.5
224,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",96225,481000,1.0,3.998700961288646,223,GammaBetaBackwardCUDAKernel_32x32,12.18,108,37.75,37.75,49.91,100.0,0.09,18.52
225,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53345,77122,1.0,0.4457212484768957,224,vectorized_elementwise_kernel,6.64,108,73.59,73.59,87.82,100.0,29.2,40.55
226,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4192,80354,1.0,18.16841603053435,225,vectorized_elementwise_kernel,0.02,108,0.49,0.09,6.02,100.0,0.0,89.96
227,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4224,79170,1.0,17.74289772727273,226,vectorized_elementwise_kernel,0.02,108,0.5,0.09,6.19,100.0,0.0,89.26
228,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42977,47905,1.0,0.1146659841310468,227,vectorized_elementwise_kernel,15.37,108,68.75,68.75,84.7,100.0,0.0,54.41
229,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1044403,1044723,0.09912005383245129,0.003091151839577393,228,ampere_sgemm_128x32_tn,87.78,108,80.22,2.45,45.64,50.0,0.52,97.34
230,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1115380,1111828,0.0,0.0,229,ampere_sgemm_64x32_sliced1x4_nt,82.27,108,46.89,5.95,20.85,25.0,0.08,81.48
231,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",44128,45569,0.0,0.0,230,reduce_kernel,9.17,108,32.63,32.63,41.2,62.5,8.29,6.76
232,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4097,3808,0.0,0.0,231,vectorized_elementwise_kernel,0.02,108,0.5,0.1,6.2,100.0,0.0,90.23
233,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8096,7936,0.0,0.0,232,vectorized_elementwise_kernel,4.05,108,19.01,18.91,43.1,100.0,0.0,53.56
234,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53089,51585,0.07444024425705147,-0.3805708338827252,233,vectorized_elementwise_kernel,6.39,108,76.09,76.09,88.07,100.0,0.0,46.2
235,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72161,131651,1.0,0.8244065353861504,234,reduce_kernel,75.86,108,23.93,23.93,90.24,100.0,10.44,8.62
236,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7392,70017,1.0,8.471996753246753,235,elementwise_kernel,6.2,108,12.1,3.28,20.29,100.0,0.0,86.52
237,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",69186,69121,0.9708337552986791,-0.0009677212239334718,236,vectorized_elementwise_kernel,14.5,108,24.16,4.47,9.28,100.0,0.0,98.64
238,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",2003589,2001797,0.0,0.0,237,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.01,108,30.2,11.39,12.14,12.5,17.08,81.17
